name,description,site,github,tags,stars
Tiler.JS,Library for working with infinite grid of tiles.,http://borbit.github.com/tiler/,https://github.com/borbit/tiler,"gridjs, jquery",81
JsRender,"Next-generation jQuery Templates, optimized for high-performance pure string-based rendering, without DOM or jQuery dependency.",http://www.jsviews.com/#jsrender,https://github.com/BorisMoore/jsrender,,1220
MagicTouch,Standards-compatible touch event implementation to make it easier to develop web applications for for multitouch devices.,http://smus.com/multi-touch-browser-patch,https://github.com/borismus/MagicTouch,,220
Pointer.js,Pointer.js consolidates pointer-like input models across browsers and devices,http://smus.com/mouse-touch-pointer/,https://github.com/borismus/pointer.js,,437
Bower,"Bower is a package manager for the web. It offers a generic, unopinionated solution to the problem of front-end package management, while exposing the package dependency model via an API that can be consumed by a more opinionated build stack. There are no system wide dependencies, no dependencies are shared between different apps, and the dependency tree is flat.\n\nBower runs over Git, and is package-agnostic. A packaged component can be made up of any type of asset, and use any type of transport (e.g., AMD, CommonJS, etc.).",http://bower.io/,https://github.com/bower/bower,"git, nodejs, npm",7983
BPM,"bpm is a system for managing resource dependencies for client-side browser applications. It is inspired by npm, but has better support for the unique needs of browser applications including:\nSupports multiple module loaders (i.e. you can choose RequireJS, spade or even no loader at all)\nHandles non-JS assets such as CSS and images. Can autocompile other languages such as CoffeeScript.",http://getbpm.org,https://github.com/bpm/bpm,ruby,122
Swipe,"Swipe is a lightweight mobile slider with 1:1 touch movement, resistant bounds, scroll prevention, and completely library agnostic.",http://swipejs.com,https://github.com/bradbirdsall/Swipe,,3408
FooTable,FooTable is a jQuery plugin that aims to make HTML tables on smaller devices look awesome - No matter how many columns of data you may have in them.,http://themergency.com/footable/,https://github.com/bradvin/FooTable,jquery,789
js-sequence-diagrams,"A simple javascript library to turn text into vector UML sequence diagrams. Heavily inspired by websequencediagrams.com, who offer a serverside solution. We use Jison to parse the text, and Rapha‰l to draw the image.",http://bramp.github.io/js-sequence-diagrams/,https://github.com/bramp/js-sequence-diagrams,,1653
Phantom Limb,"Phantom Limb simulates basic touch events in desktop browsers, allowing you to utilize the debugging goodness of the WebKit Inspector and Firebug while developing a mobile web app.",http://viewinglens.com/phantom-limb/,https://github.com/brian-c/phantom-limb,,148
Seriously?,"Seriously.js is a real-time, node-based video compositor for the web. Inspired by professional software such as After Effects and Nuke, Seriously.js renders high-quality video effects, but allows them to be dynamic and interactive.",http://seriouslyjs.org,https://github.com/brianchirls/Seriously.js,,2297
jquery.pep.js,Pep is a lightweight plugin for kinetic drag on mobile/desktop.\n\nPep was built out of a need for kinetic drag support for both mobile and desktop devices (click & drag). It uses the best of jQuery's animate functions along with CSS3 animations to bring full-blown kinetic drag that works on all HTML5-ready devices.,http://pep.briangonzalez.org,https://github.com/briangonzalez/jquery.pep.js,jquery,608
lawnchair,"a lawnchair is sorta like a couch except smaller and outside. perfect for html5 mobile apps that need a lightweight, adaptive, simple and elegant persistence solution.",http://brianleroux.github.com/lawnchair,https://github.com/brianleroux/lawnchair,mobile,1671
Selectize.js,"Selectize is the hybrid of a textbox and select box. It's jQuery-based and it's useful for tagging, contact lists, country selectors, and so on.",http://brianreavis.github.io/selectize.js/,https://github.com/brianreavis/selectize.js,,2703
Brunch,"Brunch is an assembler for HTML5 applications. It?s agnostic to frameworks, libraries, programming, stylesheet & templating languages and backend technology.",http://brunch.io,https://github.com/brunch/brunch/,npm,3085
Lightboxme,"Have you ever had a DOM element that you wanted lightboxed, but didn't want all the fanciness of all the lightbox-related plug-ins out there? Lightbox_me is for you.",http://buckwilson.me/lightboxme,https://github.com/buckwilson/Lightbox_me,"jquery, lightbox",406
Hittest.js,Javascript hitTest on tranparent PNG with collision detection game sample,http://bug7a.github.io/hittest.js/,https://github.com/bug7a/hittest.js,"collision, detection, hittest, png",0
Progressbar.js,(Javascript) Multiple progress bar control and tiny chart (sparkline).,http://bug7a.github.io/progressbar.js/,https://github.com/bug7a/progressbar.js,"bar, chart, multi, progress, progressbar, sparkline",2
Later.js,The simplest way to work with recurring schedules.\nEasily define complex schedules then quickly calculate future or previous schedule occurrences. Works in Node and in the browser.,http://bunkat.github.io/later/,https://github.com/bunkat/later,,555
Buster.JS,"A browser JavaScript testing toolkit. It does browser testing with browser automation (think JsTestDriver), qunit style static html page testing, testing in headless browsers (phantomjs, jsdom, ...), and more.",http://docs.busterjs.org,https://github.com/busterjs/buster,,327
Cabin,Simple and extensible static site generator powered by Grunt.,http://www.cabinjs.com/,https://github.com/CabinJS/Cabin,,189
PropulsionJS,Propulsion is a JavaScript game development framework for the HTML5 canvas element.,http://www.propulsionjs.com,https://github.com/calebh/Propulsion,canvas,
Catiline,Library all about web workers. Simplifies making and using web workers to parallelize code with an easy promise based syntax.(formally Communist same library but now your boss won't judge you),http://catilinejs.com/,https://github.com/calvinmetcalf/catiline,"parallel, worker",244
shapefile-js,"Convert an ESRI shapefile into GeoJSON, can take either a link to a zipped shapefile, a link to a .shp file, or an array buffer of a zipped shapefile.",http://calvinmetcalf.github.io/shapefile-js/,https://github.com/calvinmetcalf/shapefile-js,"geojson, shapefile, shp",43
Jam,"For front-end developers who crave maintainable assets,\nJam is a package manager for JavaScript.\n Unlike other repositories, we put the browser first.",http://jamjs.org,https://github.com/caolan/jam,npm,1266
NimbleJS,"Functional flow-control for JavaScript, that is lightweight and portable. Runs on Node.js and cross-browser, providing a small set of powerful tools, supporting sync and async JavaScript. Combines the most useful features of the underscore and async libraries with a simple API and a vastly reduced filesize.",http://caolan.github.com/nimble,https://github.com/caolan/nimble,async,197
Cappuccino,"Cappuccino is a web application framework providing you with everything you need to create desktop flavored applications running right on the browser of your users. Unlike most of JavaScript framework, Cappuccino completely abstract the DOM. Cappuccino relies on Objective-J, which is a superset of JavaScript and brings it real object-oriented programming.",http://cappuccino-project.org,https://github.com/cappuccino/cappuccino,,1958
jquery.cookie,"A simple, lightweight jQuery plugin for reading, writing and deleting cookies.",http://plugins.jquery.com/cookie/,https://github.com/carhartl/jquery-cookie,"amd, cookies, jquery, lightweight",4580
C3DL,"The Canvas 3D JS Libary (C3DL) is a JavaScript library that will make it easier to write 3D applications using WebGL. It provides a set of math, scene, and 3d object classes that makes WebGL more accessible for developers that want to develop 3D content in browser but do not want to have to deal in depth with the 3D math needed to make it work.",http://www.c3dl.org,https://github.com/cathyatseneca/c3dl,3d,45
Mousetrap,"Mousetrap is a simple library for handling keyboard shortcuts in Javascript.\n\nIt is around 1.7kb minified and gzipped and 3kb minified, has no external dependencies, and has been tested in the following browsers:\n\nInternet Explorer 6+\nSafari\nFirefox\nChrome\nIt has support for keypress, keydown, and keyup events on specific keys, keyboard combinations, or key sequences.",http://craig.is/killing/mice,https://github.com/ccampbell/mousetrap,,4323
